ProductID,Name,ModelNumber,Description,Brand,Price,StoreID
875,Colors Couture Casual Short Sleeve Printed Womens Top,7287,Specifications of HRS ULTIMATE MEN Chest Pads (WHITE RIGHT-HANDED) General Type Chest Pads Inner Material Cotton Fabric Face Material Polyvinyl Chloride Suitable for RIGHT-HANDED Dimensions Weight 200 g In the Box Sales Package 1 Pad,Flipkart,875,875
876,Life by Shoppers Stop Casual Short Sleeve Applique Womens Top,1406,Key Features of Eurospa Cotton Terry Face Towel Set Size: small Height: 9 inch GSM: 360Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET Assorted) Price: Rs. 299 Eurospa brings to you an exclusively designed 100% soft cotton towels of export quality. All our products have soft texture that takes care of your skin and gives you that enriched feeling you deserve. Eurospa has been exporting its bath towels to lot of renowned brands for last 10 years and is famous for its fine prints absorbency softness and durability. NOTE: Our product is 100% cotton so it is susceptible to shrinkage. Product color may vary from the picture. Size may vary by ±3% WASH CARE: Wash in cold Water Do not Iron Do not Bleach Flat dry Wash before first use. SIZE- FACE TOWEL - 23 cms X 23 cms.Specifications of Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET Assorted) Bath Towel Features Material Cotton Terry Design SHUVAM General Brand Eurospa GSM 360 Type Face Towel Set Model Name SHUVAM20PCFTSETASSORTED Ideal For Boys Girls Men Women Model ID SHUVAM20PCFTSETASSORTED Size small Color Assorted Dimensions Weight 350 g Length 9 inch Width 9 inch In the Box Number of Contents in Sales Package 20 Sales Package 20 PIECE FACE TOWEL SET,Gap,876,876
877,Life by Shoppers Stop Casual Sleeveless Solid Womens Top,9429,Key Features of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet Royal Bedsheet Perfact for Wedding & GiftingSpecifications of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet (1 Bedsheet2 Pillow Cover Multicolor) General Brand SANTOSH ROYAL FASHION Machine Washable Yes Type Flat Material Cotton Model Name Gold Design Royal Cotton Printed Wedding & Gifted Double Bedsheet With 2 Pillow cover Model ID goldbedi-38 Color Multicolor Size King Fabric Care Machine Wash Do Not Bleach Dimensions Flat Sheet Width 90 inch / 230 cm Fitted Sheet Width 228 cm Pillow Cover Width 16 inch / 43 cm Pillow Cover Length 28 inch / 72 cm Fitted Sheet Depth 280 cm Fitted Sheet Length 278 cm Flat Sheet Depth 282 cm Flat Sheet Length 110 inch / 280 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet2 Pillow Cover,Zappos,877,877
878,WearYourShine by PCJ The Midori Gold Diamond 18 K Ring,5810,Specifications of CASEDEAL Microsoft Nokia lumia x2 Back Panel (White) General Brand CASEDEAL Brand Color White Model Number PANEL-A2 Material Plastic Panel Type Back Compatible Model Microsoft Nokia lumia x2 Dimensions Weight 20 g Height 14 cm In the Box 1 Mobile Panel,Menards,878,878
879,Roadster Casual Short Sleeve Printed Womens Top,8462,Key Features of Mario Gotze Womens Printed Casual Orange Shirt Fit: Slim Suitable For: Western Wear Sleeve: Full Sleeve Fabric: Cotton Color:Orange Pattern:Printed Number Of Contents In Package:1Mario Gotze Womens Printed Casual Orange Shirt Price: Rs. 899 1 shirtSpecifications of Mario Gotze Womens Printed Casual Orange Shirt General Details Pattern Printed Ideal For Womens Occasion Casual Shirt Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Slim Fabric Cotton Fit Slim Placket Classic Collar Additional Details Style Code RRCLS-W-6107,Spar International,879,879
880,Trend Arrest Casual 3/4 Sleeve Solid Womens Top,8419,Key Features of Jaipur Print Cotton Floral King sized Double Bedsheet 100% cottonJaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) Price: Rs. 998 This nice bed sheet made up of 100% cotton to give you comfort. This bed sheet is hand printed. This bedsheet gives nice look to your room And its fast colour and good quality gives this bedsheet long life.Specifications of Jaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) General Machine Washable Yes Brand Jaipur Print Type Flat Model Name jaipur117 Material Cotton Thread Count 140 Model ID jaipur117 Fabric Care machinewash do not bleach Size King Color White Warranty waranty of the product only for manufacturing defect only and product will exchange onle when it is not used and returne its origional packing Dimensions Flat Sheet Width 86 inch / 220 cm Fitted Sheet Width 0 cm Pillow Cover Width 17 inch / 45 cm Pillow Cover Length 29 inch / 75 cm Weight 900 g Fitted Sheet Depth 0 cm Fitted Sheet Length 0 cm Flat Sheet Depth 0.2 cm Flat Sheet Length 104 inch / 265 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 bed sheet 2 pillow cover,Walgreens,880,880
881,Karatcraft Duilla Ruby Gold Diamond 18 K Ring,2683,Specifications of Shilpi NHSCN003 Coin Bank (Brown) In The Box Sales Package Coin Bank,QVC,881,881
882,BlueStone The Beatrice White Gold Diamond  Pearl 14 K Ring,2365,Key Features of Jaipur Print Cotton Floral King sized Double Bedsheet 100% cottonJaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) Price: Rs. 998 This is nice bed sheet made in ahmedabad and made up of 100% cotton.This bed sheet have fast colours which gives it long life and new look to your room.Specifications of Jaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover White) General Brand Jaipur Print Machine Washable Yes Type Flat Material Cotton Model Name ahmd11 Thread Count 4 Model ID ahmd11 Character flower Color White Size King Fabric Care Machine Wash Do Not Bleach Dimensions Flat Sheet Width 86 inch / 220 cm Fitted Sheet Width 0 cm Pillow Cover Width 17 inch / 45 cm Pillow Cover Length 29 inch / 75 cm Weight 900 g Fitted Sheet Depth 0 cm Fitted Sheet Length 0 cm Flat Sheet Depth 0 cm Flat Sheet Length 104 inch / 265 cm Warranty waranty of the product only for manufacturing defect only and product will exchange onle when it is not used and returne its origional packing In the Box Number of Contents in Sales Package 1 Sales Package 1 bed sheet 2 pillow cover,JD.com,882,882
883,Jacknjewel Astonishing Gold Pearl 18K White Gold 18 K Ring,1307,Specifications of Babeezworld Dungaree Baby Boys  Combo Apparel Combo Details Primary Product Size S Fabric Cotton Pattern Printed Fit Regular Fit Occasion Casual Ideal For Baby Boys Additional Details Style Code bbz1105a Fabric Care Wash with Similar Colors Use Detergent for Colors In the Box Number of Contents in Sales Package 2,Bath & Body Works,883,883
884,KuberBox Sortilège Pearl Gold Diamond  Pearl 14K White Gold 14 K Ring,6094,Key Features of Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm Brass Height - 10.8 cm Width - 10.16 cm Weight - 850 gSpecifications of Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm (Brass Gold) General Brand Redbag Model Number 6437 Type Religious Idols Model Name Eight Armed Goddess Sherawali Maa Material Brass Color Gold Dimensions Weight 850 g Height 10.8 cm Width 10.16 cm Depth 5.08 cm In the Box Sales Package 1 Showpiece Figurine,eBay,884,884
885,JacknJewel Gold Pearl Yellow Gold 14 K Ring,6527,Specifications of Proence Weight Gainers Mass Gainers (60 No Unflavored) General Dietary Preference No MSG Brand Proence Flavor Unflavored Usage Timings Pre-workout Post-workout Quantity 60 No Number of Scoops per Container NA Container Type Mason Jar Ayurvedic No Protein Type Weight Gainers Mass Gainers Model Number 10036 Form Capsules Serving Size 60 No Food Preference Veg Composition Atmagupta sd:-85 mg shilajatu:-60 mg  Goksura;-50 mg Ashwagandha:-50 mg  vidari:-50 mg  Musli:-40 mg  jatiphala:-25 mg  lavanga:-20 mg  Visamusthi:-20 mg  Akarakarabha:-20 mg  Kunkuma:-15 mg Tvak:-15 mg Shelf Life 18 Year Important Note Product information provided by the seller on the Website is not exhaustive please read the label on the physical product carefully for complete information provided by the manufacturer. For additional information please contact the manufacturer.,Apple,885,885
886,FabAlley Casual Full Sleeve Solid Womens Top,1948,Discountgod Mens Checkered Casual Shirt - Buy Blood Red Discountgod Mens Checkered Casual Shirt For Only Rs. 750 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Michaels Stores,886,886
887,Ishin Casual Full Sleeve Solid Womens Top,3937,Silver Streak Mens Printed Casual Denim Shirt - Buy Blue Silver Streak Mens Printed Casual Denim Shirt For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Williams-Sonoma,887,887
888,Ishin Casual Full Sleeve Solid Womens Top,1668,Cobra Paris CO6394A1 Analog Watch  - For Men Boys - Buy Cobra Paris CO6394A1 Analog Watch  - For Men Boys  CO6394A1 Online at Rs.15195 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Target,888,888
889,Showoff Casual Sleeveless Solid Womens Top,8441,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,Nike,889,889
890,Bedazzle Casual Sleeveless Solid Womens Top,3663,Aries Gold G 729 S-BK Analog Watch  - For Men Boys - Buy Aries Gold G 729 S-BK Analog Watch  - For Men Boys  G 729 S-BK Online at Rs.13099 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Office Max,890,890
891,Yepme Casual Sleeveless Solid Womens Top,9505,Carlton Boots - Buy Carlton Boots - CLL-3106 only for Rs. 1223 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Cars.com,891,891
892,Zenescope Entertainment Wonderland The Board Game,1664,Maserati Time R8851116001 Analog Watch  - For Boys - Buy Maserati Time R8851116001 Analog Watch  - For Boys  R8851116001 Online at Rs.24400 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Ikea,892,892
893,Twilight Creations Humans 3 Zombiecon Board Game,7726,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,Schwarz Group,893,893
894,Dungri India Craft Ducjug008-ducgl017-2 Jug Glass Set,5454,Camerii WM64 Elegance Analog Watch  - For Men Boys - Buy Camerii WM64 Elegance Analog Watch  - For Men Boys  WM64 Online at Rs.449 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Auchan,894,894
895,Dungri India Craft Ducjug010-ducgl012-2 Jug Glass Set,1391,Reckler Slim Fit Mens Jeans - Buy Light Blue Shiny Black Reckler Slim Fit Mens Jeans For Only Rs. 5398 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Ulta Salon. Cosmetics & Fragrance,895,895
896,Newworld RTNE Pack Of One -583 Tempered Glass for Xiaomi Mi 4i,8054,Quechua Arpenaz Novadry Boots - Buy Quechua Arpenaz Novadry Boots - NU-962 only for Rs. 2459 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Verizon Wireless,896,896
897,Newworld RTNE Pack Of One -446 Tempered Glass for Intex Aqua Sense,9319,Colat COLAT_MW20 Sheen Analog Watch  - For Men Women Boys Girls - Buy Colat COLAT_MW20 Sheen Analog Watch  - For Men Women Boys Girls  COLAT_MW20 Online at Rs.849 in India Only at Flipkart.com. - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Shop.com,897,897
898,Hariom Enterprises Polypropylene Stick Folders,3816,Steppings Trendy Boots - Buy Steppings Trendy Boots - XF-04 only for Rs. 719 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Steam,898,898
899,Hariom Enterprises Polypropylene Plastic file cover,8885,Skmei 1070BLK Sports Analog-Digital Watch  - For Men Boys - Buy Skmei 1070BLK Sports Analog-Digital Watch  - For Men Boys  1070BLK Online at Rs.1179 in India Only at Flipkart.com. Clear Dial Back Light Alarm Dual Time Stop Watch - Great Discounts Only Genuine Products 30 Day Replacement Guarantee Free Shipping. Cash On Delivery!,Tesco,899,899
900,BFT 6 W LED Bulb,8482,Kielz Ladies Boots - Buy Kielz Ladies Boots - 168-9 only for Rs. 999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,6 PM,900,900
901,Lamy Screen Metalic with Stylus Ball Pen,5691,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Navy Red NavySpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_21 In the Box 3 shorts,REI,901,901
902,Medimix Transparent with Glycerine And Lakshadi,9924,FabHomeDecor Fabric Double Sofa Bed (Finish Color - Leatherette Black Mechanism Type - Pull Out) Price: Rs. 22646  Fine deep seating experience  Save Space with the all new click clack Sofa Bed  Easy to fold and vice versa with simple click clack mechanism  Chrome legs with mango wood frame for long term durability  Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience  A double bed that can easily sleep twoSpecifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Leatherette Black Mechanism Type - Pull Out) Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. In The Box 1 Sofa Bed General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD112 Care Instructions Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres Try to avoid food and drink spillage of any kind If spills occur do not leave unattended In case of a stain a water-free fabric cleaner can be used However avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you cant reach it will also make it more durable Finish Type Matte Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Service Type Manufacturer Warranty Warranty Summary 6 Months Domestic Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Dimensions Weight 40 kg Height 838 mm Width 1905 mm Depth 939 mm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart or the Seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles Material & Color Upholstery Color Leatherette Black Primary Color Black Primary Material Fabric Secondary Material Subtype Mango Wood Secondary Material Foam Finish Color Leatherette Black Primary Material Subtype Foam,Staples,902,902
